42,40,39,39,68,245,860,1659,2239,2415,2467,2472,2457,2454,2416,2352,2109,1409,689,287,153,111,87,66
53,48,45,43,73,252,871,1671,2280,2465,2505,2509,2452,2483,2437,2358,2091,1400,702,303,164,119,91,68
55,50,47,46,75,252,874,1668,2290,2469,2532,2523,2472,2496,2457,2348,2104,1404,713,314,175,127,95,71
57,52,49,48,77,246,856,1639,2250,2444,2497,2493,2459,2454,2422,2316,2043,1355,666,291,163,121,92,69
56,51,48,47,63,155,492,1016,1504,1683,1730,1706,1583,1501,1386,1209,901,534,255,141,100,85,69,55
47,45,45,44,44,45,49,58,70,83,91,95,94,91,88,81,75,68,63,58,54,51,48,44
43,43,42,42,42,42,46,52,64,81,108,116,119,102,86,81,78,72,65,60,55,51,48,45
