40,38,37,38,64,222,773,1488,2011,2165,2206,2221,2195,2199,2173,2102,1882,1255,617,261,141,103,81,62
45,43,42,42,71,248,865,1657,2236,2405,2448,2465,2436,2440,2412,2335,2093,1398,689,288,153,112,87,67
